"","tweet"
"4009","RT @LizaLM1: @SenLeiladeLima @leahnavarro Keep up the faith Senator Leila... when you're down there's no place to go but up... these berdug"
"4010","RT @LiveLawIndia: SC decided to examine a petition challenging Section 497 IPC. While hearing the petition, SC issued notice to the Centre&amp;"
"4011","RT @s1011animation: Lego - Parody McDo Can you speak German, MayWard? /HORvEemoWI via @YouTube"
"4012","I could cry right about NOW"
"4013","I have 1 new followers from Palestine last week. See /a4YsXDObzr"
"4014","RT @duyeonkim: Some thoughts. My first column in @BulletinAtomic /BzXhxqnleC"
"4015","I added a video to a @YouTube playlist /cMi04hQSXX Serendip Digital Health Quarter - unleashing the power of healthcare"
"4016","RT @ShaynaEstulin: Our i24news colleague @damianpachter had to flee Argentina for his reporting on the government cover up of Iranian invol"
"4017","i cant sleep if i dont pee before bed"
"4018","Rachel today TOLWORTH  /q57StKXUoX"
"4019","RT @Gladyzkhun: 2PM Lee Junho Non Stop Schedule fro 2013 - 20182PM Tour ConcertSolo Tour ConcertFilming MovieFilming DramaFilming Var"
"4020","RT @BOOKSetc_online: Day 8 of our fantastic #ChristmasAdvent,  24 days,  24 surprise bundles to giveaway! Today we've got a fab set of book"
"4021","RT @HarleyAngelaQu1: ARMY LOVE BTSWHO IS BTS?KIM NAMJOONKIM SEOKJINMIN YOONGIJUNG HOSEOKPARK JIMINKIM TAEHYUNGJEON JUNGKOOK7 BOYS,"
"4022","If this disastrous, corrupted, Special Counsel continues its Trump Witch-Hunt it will change everything. We will ha /Ix5Z84OAQf"
"4023","RT @TravWeav: Bought 1,500 bitcoin in 2011 for $2.87 each. I will pick 5 random people who retweet this and give one to each of you. Merry"
"4024","RT @marcbutcavage: There is a powerful energy captured within this photo and it must be handled wisely. /53tsRiKFmr"
"4025","RT @___perez94: If the Nigerian government dont look into this #ENDSARS issue. Young men will be forced to shoot police back. They will"
"4026","RT @BleacherReport: Tough to process. /peXPt7m1ZO"
"4027","@marwa_emd stfu"
"4028","RT @ShaneMatsuo: /TdU7Rlppo5  announces Call for Proposal and rules of Blockchain Layer 2 technology competition. See https://t"
"4029","Really stoked to go home in 2 days the I seen this ... smh /klW7qIbQO4"
"4030","RT @jkevinappleby: Is your finance data more secure on your local pc than in the cloud? /qfVd4t41eW #BTRTG #XERO"
"4031","@artworktee @KerotheWolf Attempt three now"
"4032","@tamaralouisse miss him alradyyy"
"4033","RT @LowkeyTwisted: I love little simple shit. Like remembering things about me means so much more than anything materialistic. I just wanna"
"4034","RT @PUBATTLEGROUNDS: Due to a technical issue, our test server opening time is delayed by 2 hours. Servers will open Dec 8 2AM PST, Dec 8 1"
"4035","printing services /tOVRlrAtIy"
"4036","RT @JayDogon: Son, when Big Sean said They hate to see you up, word to Martin Luther. But thats why I always cock-a-doodle like a Rooster"
"4037","RT @ABC: JUST IN: Former South Carolina police officer Michael Slager sentenced to 19-24 years in prison for deadly shooting of unarmed Wal"
"4038","RT @DavidArchie: When you try to sing all the parts... to your own song. /7N83UwnN5V"
"4039","RT @bapttae: bring back this song that jungkook sang it with all his emo cause he loves his hyungs so much, he tells us that his hyungs (BT"
"4040","Full Gallery: /bLmW3Z57xg"
"4041","inpyo listening to inho sing jennifer hudsons and i am telling you and at the end he starts singing it too (2017) /bCusrGAETi"
"4042","RT @SheHatesJacoby: CTE League  /1SmHQGQC1H"
"4043","RT @jiminthrusts: YOONGI WAS FIXING JIMIN'S BELT OMFG HOLD ME /Dz4mPIaENi"
"4044","RT @jonworth: Re-reading the deal text part on citizens rights - its not great. Emphasis is on rights in 1 state, no freedom to go elsewh"
"4045","RT @NasMaraj: What. the. fuck. /sOuTWgfUo7"
"4046","I dont need any stress in my life at all. Ive been in this hospital 85565555 times this year alone"
"4047","I liked a @YouTube video /oPTNnJT6je Educational Videos - Down the Rabbit Hole"
"4048","RT @Shannniia: DECEMBER 6 ,2017 MY DAD WAS  MURDERED BY BROWARD COUNTY SHERIFF POLICE  I WANT JUSTICE PLEASE !! PLEASE  /UWmb"
"4049","/oPULNSIN9vWhat do think about her?"
"4050","IN THE BEST INTERESTSOF ON GOING TALKS BYINTERLOCUTER AND IFREALLY THE GOVT.OF INDIA AS WELL AS J&amp;KGOVT.IS SINC /Nfc7yjb3og"
"4051","one person unfollowed me // automatically checked by /hbipAphxO6"
"4052","give me a REASON"
"4053","@haydalekzandr4L I'm crying"
"4054","RT @SchittsCreekPop: #SchittsCreek will never be the same. Season 4 premieres January 24 only on @PopTV. /0bLaNcfzdB"
"4055","RT @lapublichealth: Smoke Advisory continues due to #LAFires: Unhealthy air quality across LA County, especially San Fernando Valley &amp; coas"
"4056","Domestic violence is real You seen this video? /LibHRFmwCQ"
"4057","you really do made me happy ."
"4058","The 24 cavity compression molding machine is being debugged.The capacity can reach 12000-18000PCS/HR.The price yo /2ypFnYCdhe"
"4059","RT @Frida_Spathlo: like hello? Apartheid is the LITERAL definition of corruption you coagulated albumin"
"4060","RT @kimjipics: KAI FOR MEN'S NON-NO MAGAZINE  WHAT A KING /0oR9x8J9Cz"
"4061","COLD JUSTICE. Can murder ever deliver justice? /mpxWM746Sn #mustread #mystery"
"4062","RT @FangirlAimy: I just read an analysis on why jungkook doesn't post much. &amp; honestly if you're gonna hate jungkook or any other member, t"
"4063","RT @bebedash: @aliyuigana @NDDC_scholars15 @NDDCchairman Thank you sir. Please bear with us as every tweet is borne out of distress &amp; justi"
"4064","You could easily be swept up by the enthusiasm of people worki... More for Gemini /syrP2UTqCU"
"4065","And even then there are amazing brushes that are inexpensive such as Morphe, Real Techniques, etc. that do the same /FhgX4agWfW"
"4066","@BitCoinSusan @momo_pakuri We should have all invested more..."
"4067","RT @adgpi: Ex #AjeyaWarrior.Small arms firing conducted at Reflex Shooting Range @BritishArmy Contingent got first hand experience of ambid"
"4068","RT @RobGMacfarlane: Word of the day: scamander - of a river, person, walk, etc; to wander about, to take a winding or devious course, to"
"4069","Whats your favorite way to have fun?  1. Menyendiri2. Nonton anime3. Dengerin lagu ost anime4. Main basket5. /e9OIn6G8CA"
"4070","RT @jeffshelleyy: Pastor gets caught stalking sister jones house  /Q4xIXnETGJ"
"4071","RT @EXOLsUAE: [] 171208 | EXO Special Winter Album 2017 expected to be released on December 22. Preorders are now open in Synarra, Hottr"
"4072","RT @prodlovekill: No wonder I got skinny as hell boy i hardly eat lmfao"
"4073","RT @Sam_I_am715: The snow in Houston is making people go crazy /oQYAV9wz81"
"4074","RT @Britanniacomms: Grace Kelly on her wedding day Monaco April 1956 c @historyinmoment #history #photography #travel /pDcuL7JT"
"4075","What do you prefer - to love or be loved?  TO LOVE WITH NO RAGRETS HEKHEK /koXnfeqDih"
"4076","I'm 12 so stfu"
"4077","RT @IAmBritishreal: Mr Trump hit back and tweeted Theresa May. He wrote: ""Dont focus on me, focus on the destructive Radical Islamic Terro"
"4078","RT @PaulineMCraig: @JohnCarnochan @craigwhitephd @HarryBurns16 @jasonleitch @PAG1962 @FionaCMcQueen @CathCalderwood1 @ShirleyRogers01 @iona"
"4079","RT @TeluguPycker: #Prabhas has been listed in #IMDB Top Star Of The Year 2017Holds Sixth Place in the list /Rm0Chg6X5v"
"4080","Ready for bed but still got like 45 minutes to get home "
"4081","@darrenloose My mates new one!!! /gN2NyJ184o"
"4082","Your creativity is on fire today, encouraging you to proudly d... More for Leo /OHLP52M1pG"
"4083","RT @kyIiebible: Praying for you everyday."
"4084","RT dwnews: UN resolves to end ocean plastic waste /yawlyBg4RH"
"4085","RT @EroticRuchika: Paying Rent to my Land Lord./jIIlDirS0P"
"4086","RT @CameronWolfe: Marshon Lattimore is already a top NFL CB as a rookie, man. You could tell it off his college tape, too. Folks got scared"
"4087","RT @jamhooope: imagine hating jungkook omG CANT RELATE"
"4088","@toucalin_ A taste of your own medicine :)"
"4089","good bye fakers"
"4090","@_bb011 I will take videos of mamamoo for you"
"4091","Cuddling with my fuck face every night be everything"
"4092","RT @venturatv1: Watch Tyra go wild on /QAOhbbH0HY"
"4093","RT @_mixgod: Have you seen this face since Wednesday morning? If so, please contact DPD with ALLLL info you can provide #NewProfilePic"
"4094","#natureisbeautiful #serene #timeforme @ Bicentennial Park, Homebush Bay /LKydmP8AEt"
"4095","RT @allenochi: @CA_Kenya CA awarded @faibaJTL  a trial license for 100k and restricted them to 5 major towns (other telcos didnt get that"
"4096","@HIDEO_KOJIMA_EN That storyteller make me goosebump #DeathStrandingDeath Stranding Trailer - The Game Awards 2017 /EfT1045jMB"
"4097","You may throw away your current strategies today because you r... More for Aries /iHh6hnN7HE"
"4098","In other news... Get ready for the #israelbaseball Hanukkah events #hanukkabaseball #juniorsAllStar2017 /1fNctVtlyc"
"4099","RT @desaudi_: @JacobAWohl @realDonaldTrump Who said the jerusalem not mentioned in the Quran  ! Listen carefully /SsviNMgquy"
"4100","RT @samanbouian1387: @AITowerHamlets @free_taheri We hope some day the world would be empty of any violence"
"4101","RT @eatjaredtweets: ITS MF SNOWING IN HOUSTON  /klrWLc71z4"
"4102","RT @CandyRavingCat: Bad bitch, cute face and some nice titties "
"4103","RT @ButterscotchwM: LOL SORRY I'm still fangirling like 10 years later. @tarastrong @GregCipes #youknowihadtodoittoem #bbrae /3"
"4104","@discofirefly HOT Shawn!"
"4105","RT @_iAmRoyal: This world is a sick place full of sick people."
"4106","Continuing. And god said  And your seed shall be in bondage for 400 years  Slavery did last a while if I could remember what I learned."
"4107","@lovekibums UR MY BBY GRILL ILY"
"4108","Adicionei um vdeo a uma playlist @YouTube /3HEIa98Biw - Blood Sweat &amp; Tears] Comeback Stage | M COUNTDOWN 161013"
"4109","SPONGEBOB - F.U.N. (2017 Remix)F is for Fornicating with your Boss's Mistress,U is for Unprotected Sex! N is /sajaW4AqVW"
"4110","RT @KrisJenner: I just sharted myself. That's when u fart and u shit yourself on accident!"
"4111","@PUBGZONE If only I own PuBg!"
"4112","RT @MissHappyWriter: MarNigo shocking the crowd at #DahilSayoThanksgivingConcert  @MissMarisRacal @ImPascualInigo /30may2Vg"
"4113","A fantastic connection to nature experience for the children @GaytonPrimary tree planting with support from /gAv6jJV2HL"
"4114","RT @deadboykash15k: U niggas is fuckin ur boys female ? Wow yall some pest lmao"
"4115","@KalobBertrand sup bitch"
"4116","@colbykase why did you? Hope all is well"
"4117","RT @KondwaniFidel: No one has seen or heard from my mother since early Monday (12/4).Her name is Monique Phoenix. If you see her please c"
"4118","delhi farm houses homemade porns porn star real orgasm /1MPyCJYgGm"
"4119","@joharno1 courage"
"4120","RT @desiree_jayyy: i want u all to myself i can't help it"
"4121","I just saw someone put in fb "" goodnight everyone, stay worm"" and I am DYING! "
"4122","RT @LouisT91Updates: Thank you for the love you shared.Thank you for the gifts you gave.Thank you for the life you lived.Forever in our"
"4123","RT @sberryeol:  after the announcement was made by sm, antis are so quick to delete all the things theyve said about our boys lmao "
"4124","theres a spot in Fullerton that sells all the old skool electronics .. i want a gameboy color "
"4125","RT @xunhuas:  Gentle reminder: The email to send proof of false accusations, post malicious comments and rumors against EXO is no longer"
"4126","RT @faizal_tahir: Yesterday: Trump recognises Jerusalem as capital of Israel. Today: Jumah khutbah talks about asal usul Melayu dan raja"
"4127","RT @davidallengreen: Indeed - if UK now resiles from the hard-negotiated jointly negotiated ""sufficient progress"" report then it will send"
"4128","RT @Lipscomb_PS: On December 9th, we will be hosting an information session. Please join us for food, Q&amp;A, all in a relaxed atmosphere. We"
"4129","@NixonNewell Ahhh the memories"
"4130","I be makin sum ugly faces ion kno y pipol thank Im cute I AIN CUTE."
"4131","RT @gracebettenga: there is a service dog in the union &amp; i went to go print some stuff off and he came up to me and wrapped his body around"
"4132","RT @seouft: taekook jamming to got7's you are  /4w60uN7XIW"
"4133","RT @EXOGlobal: SM is planning on suing people who have invaded personal privacy of sm artists, spoken harsh insults towards the artists, an"
"4134","I care less for Christmas each year"
"4135","Draya is always trending for the wrong reasons."
"4136","@amarbharatiFZD We understand your concern. Please elaborate your issue for us to come up with a speedy resolution at the earliest - Neel"
"4137","@barftolmai You have completely - it bears repeating, COMPLETELY - (deliberately?) misconstrued the whole point of /sogvWBurSe"
"4138","Would hate to be a roofer today "
"4139","RT @ajplus: BREAKING: Former USA Gymnastics doctor Larry Nassar gets 60 years in prison for child porn. Over 130 women and girls have acc"
"4140","@UmarReshi Yeaapppp"
"4141","Why not hahaPaladin -@Ponpokora Ranger -@renegade_roo Wizard -@WhiteClawE Bard -@BoozyBadger Sorcerer - /GBfXHYont4"
"4142","@KrisCrockerKXLY @KrisCrockerKXLY please have safe travels and a phenomenal days December 24-25 "
"4143","RT @LittleBigShemmy: Niggas aint dumb we know exactly what we need to do to keep a woman so if ya nigga slacking you aint the one"
"4144","To also think the Ballondor winners would stay the same from 2012-2017 is pretty insane too. Appreciate both. /FFb7PxYU3C"
"4145","RT @ICIJorg: #TBT ICIJ's 2014 investigation #LuxLeaks revealed the billions of dollars channeled through Luxembourg. (A country that was le"
"4146","RT @officialaldub16: Happy 7th anniversary in showbiz @aldenrichards02 #7thALDENniversary /aatbju3iOV"
"4147","I liked a @YouTube video /xvwvtyXHF1 {ENG SUB}[BANGTAN BOMB] BTS Magic show"
"4148","Just before all the fun begins on this mornings tour #cairnsquads /aTP8iiAuzN"
"4149","RT @jvnimages: New artwork for sale! - ""On The Spot Light BW"" - /XEYVLFdptx"
"4150","@CaseyNeistat Don't get a new one just yet wait until 2017 is over"
"4151","RT @HIDEO_KOJIMA_EN: I am not playing around. (part of my job) /Ueyt5k6wnn"
"4152","RT @hertaetae: Yoongi imitating  youtubers reactions to mv...I choked so extra man @BTS_twt /kmKqWm4PXX"
"4153","RT @NeshiabelARMY: Our golden maknae deserves everyones love. They practically were like his family. Imagine being a 14 year raised by 6 ot"
"4154","#ysb Epic Xmas Party Bergen YoungShip(pers) brought the spirit of Xmas with their cute /hGr46IpeGk"
"4155","RT @riddler_smitb: @Lee_Trades Once 2.5p and monthly 3.1p high goes it gets interesting. .market cap versus resource is key NOT the share p"
"4156","Wow bbz sinyise  /fsAd8yOBlA"
"4157","@LeeSeater @SenseNumber7 A very bad one. Unless you want to stay aligned to CU &amp; SM. Tusk described us as ""Rule Takers"" not ""Rule Makers"""
"4158","RT @BT21_: Do you want #MANG  ??#MeetBT21 #DEC16 #NYC #SEOUL #BT21 /r6cza1rWdg"
"4159","I used to look at @TheOnion because it was outlandish and funny as hell. Now, it's still funny as hell, but I look /m5ORfMiRBS"
"4160","Im down for a disney pass if star wars land isnt separate"
"4161","RT @MgaPatama: I'm just thankful for the people that never left me."
"4162","RT @isaiahthomas: Kevin Harlem voice might have the dopest commentating voice lol..."
"4163","RT @raymondbraun: 2001: 2003; 2005: ,  2006: 2009: , 2010: , , 2012: 2013: , , , , 2015: , , "
"4164","RT @disIoyalty: my ""nvm its cool"" game strong af"
"4165","RT @devourticaly: it's hard to take a role in someone's life when you're not even part of the script."
"4166","I'm really happy and excited for the holidays and I love most of you  (some of y'all suck though haha k bye)"
"4167","RT @adorablyeol: @queenbhyun 3 should be 30k right?? not 3 million"
"4168","That awkward moment when everyone been mentioning her @ in the replies but she didnt receive any cuz the @ is wrong /Yz85gyVkjx"
"4169","@KatYungk Like Ill make you some ASAP"
"4170","RT @cindalyv: Brock Turner raped a woman, spent three months in jail for that crime, and he wants to appeal his conviction so he doesnt ha"
"4171","I don't know what pics you keep sending me but please stop. @mohlalabathusi"
"4172","RT @ShephardSimon: @Barney065 A great set of talks, at a great location well worth the drive from Telford"
"4173","3 people unfollowed me // automatically checked by /SkpfcKRJMT"
"4174","You may throw away your current strategies today because you r... More for Aries /5LjmyE03Pk"
"4175","my whooooooleeeee heart man "
"4176","RT @binance_2017: Vote for $IFT @investFeed by retweeting this!Remember to follow @Binance_2017 to make it count #BinanceCommunityVote"
"4177","Your creativity is on fire today, encouraging you to proudly d... More for Leo /Nh57Gpt26i"
"4178","RT @julianfish: Micro Focus DevOps Live Week  begins Monday Dec 11 at 12pm GMT Our first webinar covers Integrating Build and Deployment Au"
"4179","RT @EXOGlobal: [!] RT this.Correct layout to send to SM PDF/Data: Title : Artist nameContent of mail : date of the tweet/comment/post (y"
"4180","#NP Crown Of Thorns @JeanBeauvoir @PaulStanleyLive - Secret Jesus on @SponsoredEEB"
"4181","RT @NikkatsuNoir: I remember this one! It was a bitch! /z5Mw5qbAEP"
"4182","RT @naliqhasmi: Jerusalem will forever be the capital of Palestine. #jerusalem @Khairykj /Re3GABEQI4"
"4183","RT @ColIegeStudent: Every student right now /FzuyHZtPNp"
"4184","RT @JoeyARamirez: An absolutely clutch sequence by three young Lakers. Julius stops the NBA's best post-up player Lonzo pushes the bre"
"4185","RT @BeingSalmanKhan: The time has come. Tiger is ready to roar! #TigerZindaHaiTrailer OUT NOW  @TigerZindaHai @yrf  Link : /78"
"4186","RT @svtfairynice: minghao said that he's healing well and that he doesn't want carats to get hurt/sick cause it'll be hard for us!!"
"4187","Life is greatness when you  go to work and laugh all day because you're with 2 very clever funny new panto pals /X3Yo24v64I"
"4188","RT @NFAIOfficial: Born #OnThisDay: DHARMENDRAThe Sholay (1975) star has essayed memorable roles in various genres, with films like Bandin"
"4189","I mean, it's not Top Gear... and I miss Stig. But these three gentlemen will always hold a special place in my hear /7ES8IR4NC1"
"4190","They say i did something bad"
"4191","RT @LouisT91Updates: Thank you for the love you shared.Thank you for the gifts you gave.Thank you for the life you lived.Forever in our"
"4192","RT @VusiPikoli: The talent that was once our football pride in this country.Can only look back with tearful nostalgia. /6P3O3yh"
"4193","RT @yesunshinepics: A cute ball of sunshine  #yesung # /bKoxrCvSnl"
"4194","@TheShadyFacts We don't want it"
"4195","I really dont see the problem with girls wanting to be with a guy that drives..I cant always be designated driver."
"4196","RT @chapisssss_: JUST IN : Rare footage of me getting robbed  /vS0W8mUaQw"
"4197","RT @brianstelter: This is what Newt said in May. Last night, on Fox, he said ""Mueller is corrupt. The senior FBI is corrupt. The system i"
"4198","RT @A123LAD: Anand Ranganathan is one of the most disgusting and puke worthy person on twitter."
"4199","RT @iHeartRadio: Whos your  dream  line up for Jingle Ball 2018? (Pssst, @BTS_twt, @LittleMix, @ShawnMendes JUST SAYIN')"
"4200","#Christmas #Jesus #cats #kittens #grumpycat A cat gate crashes a nativity scene /C7FnQPtmTC"
"4201","No one in the Trump-Russia scandal thinks theyre getting pardoned /fshr7HEOz1"
"4202","RT @CoruscaKhaya: BREAKING NEWS: South Africans, please do yourselves a favour and go search Markus Jooste's profile on Wikipedia. You can"
"4203","RT @sugaupdates: THE WINGS TOUR: FINAL Official concert goods #SUGA #BTS cr Onel Yoon, Suga Planet, Major Scale /HPYZxBj3PT"
"4204","RT @Behzinga: Fortnite just did a madness"
"4205","RT @GARATSmeanie: Seungkwan wanted Jeonghan to help him in giving the tangerines cuz he was shy so he immediately grabbed him look how his"
"4206","This damn gif kills me every time /E51eII4ZCT"
"4207","RT @BoxingHistory: Round 10 of Diego Corrales vs Jose Luis Castillo I - No excuse is ever needed to watch this. /xKIM9BFPa4"
"4208","RT @EXOXOXOID: [WYTH] 171208 Wyth Special Gift: #EXO - 'The EyXiOn' in SEOUL/"
"4209","@Shell_NatGas Does that mean the price of gas domestically will fall. Its doubled in price in the last few years d /PT9b0bfsDM"
"4210","RT @GirlsGeneration: #TAEYEON Winter Album'#ThisChristmas  Winter is Coming'Digital Release: 2017.12.12 6PM (KST)Physical Release: 2017"
"4211","Im going to go to bed. Sleep needed. Good night everyone."
"4212","I need s."
"4213","RT @OrchardsShops: Accessorize - 3 for 2 Mix and Match! Available in store now until 22nd December so hurry! (Selected Lines only, Terms an"
"4214","RT @Etinyene_: I may not be the most religious person but I know how many times I cried to God in private this year. But when He replied, H"
"4215","RT @chrismelberger: @PUBATTLEGROUNDS gooooooooooooooooooooo figure"
"4216","RT @NintendoEurope: Something witchy this way comes #Bayonetta 3 is in development, exclusively for #NintendoSwitch.#TheGameAwards https"
"4217","RT @SexySnapz:  Watch The Full Video   Click  "
"4218","One of the websites which provide some good tours is /QGuJgPEapw"
"4219","@HIDEO_KOJIMA_EN perfection "
"4220","RT @CurlyHeadJackyy: A nigga in love is really some special lol /IYpv9RlWpF"
"4221","Whats a product that will give me the exact opposite effects of purple shampoo"
"4222","RT @FFBanlist: DEREK MCINNES - Didnt want him anyway."
"4223","RT @alexterminateme: His name is Francis Santillan. 5th year mech engg. Graduating. His twitter handle? @ArawNaTsaa  he claims he cant re"
"4224","The next time you are tempted to worry about something, channel all of the energy you would have put into worry and /PO9ogJEwM1"
"4225","RT @rushermd: Happy #7thALDENniversary my dear @aldenrichards02 You have come a long way. Always remember all the challenges you have face"
"4226","Long/Short Bitcoin swings with up to 100x Leverage at BitMex! Get a 10% Fee Discount here!  /aCHRopDvTN"
"4227","As iron sharpens iron, so one man sharpens another. -Prov @maymayentrata07 MAYWARDat NaicTownFiesta"
"4228","RT @Miss_Zelda_Zonk: Guys imagine the possibilities of Vine 2. Did Kyle step the fuck up? Can Raven swim? Did Jared ever learn how to read?"
"4229","RT @_Makada_: Islamic terrorist yelling ""Allahu Akbar"" &amp; waving Palestinian flag attacks Jewish Kosher restaurant in Amsterdam.Why hasn't"
"4230","RT @CoolFMAbuja: #Np #MamaAfrica @smash_bracket x @vast_bracket on the   #GoodMorningNigeriaShow  with @MahoganySilver_ &amp;  @Kenyatta7D"
"4231","/WywuRldiOIHey @RealKenBruce have you seen this"
"4232","RT @cuurlay: F/A for WW2pref. smg Rt's appreciated"
"4233","RT @nkingery29: Where were u when I was at my worst"
"4234","RT @NatGeo: This man jumped into action when he noticed a small rabbit near the fast-spreading flames /9lKPbMKE3P"
"4235","RT @iamAlettOcean: Hanjob /fjPcZlJkNE"
"4236","RT @footbalIfights: 5  vs 5  . May the best firm win... /GIN02ORMgy"
"4237","@ShaunKing The officer had a kill or be killed situation. It is unfortunate that Daniel died but I agree with the j /cXtk4HmCcB"
"4238","@MTNza Magic prizes"
"4239","@LatinHypernova Loki? Why am I not surprised. She desperately needs to find friends of her own. If she bothers you /IhrbTNAsHt"
"4240","Interesting read! /0zlEw94oaS"
"4241","Wanna Play wit Me ohk uma just PLAY along "
"4242","RT @iluvmayward1: We are what we repeatedly do. Excellence, therefore, is not an act, but a habit.@maymayentrata07 @Barber_Edward_ MAY"
"4243","RT @OgiDenev: St. Tsar Peter of Bulgaria(on canvas, 2011).#art #murals #stpeter #icons #iconography #saints #church #orthodox #byzantinear"
"4244","RT @king_talent: Yeah it is called bride price. /vBPOtYxiFG"
"4245","RT @evaalmazan06: I consider myself a pretty nice person but i swear if u get on my bad side, i will treat you like shit idc"
"4246","RT @justkelly_ok: To cancel a SiriusXM subscription, call 1-866-635-5020. It can't be done online. But you get to tell them why. https://t."
"4247","Dear Liberals: Rule #1 - You become what you think about.cc: #MattLauer #AlFranken #Weinstein #Conyers"
"4248","To lead in the Pacific, Australia must lead on climate change /poAE50dxcr via @LowyInstitute"
"4249","RT @mikesanz19: Emre racially abused Didier Zokora and then got what was coming to him.Kicking racism out of football. Beautiful. https:/"
"4250","this makes no sense but i get it ? /qzK5alxnmI"
"4251","RT @sarahmaclean: *taps mic*Romance novels were about women being grabbed and thrown on a horse and ridden off into the distance because g"
"4252","@bobbioreillyy Oh bobbi  sending the biggest of hugs to you and Ivy Leigh. Everything's gonna be okay beaut, I love you "
"4253","RT @AllyBrooke: I FORGOT TO SAY TODAY MY DAD CALLED ME EARLIER AND TOLD ME THAT IT WAS SNOWING IN SAN ANTONIO!! I REPEAT, SNOWING IN SAN AN"
"4254","RT @Loudwindow: Sombra | Sleuth  (Collaborative effort with @Quorgi )- Abilities have a black and white tv static effect.- Holograph"
"4255","RT @harun_mj: @SanjeevanSS @GobindSinghDeo Outcome @SanjeevanSScc: @GobindSinghDeo /i4bB9jdI0S"
"4256","@Spitfire @LAGladiators @overwatchleague You did awesome job!"
"4257","RT @ClubCarnoustie: OPEN DAY TODAY!We have an open day today for you to come down and use the club free of charge to try it out! We hav"
"4258","So anyway, this is what I'm up to at 3 am /VXBEmUL68Z"
"4259","RT @BTS_Billboard: #BTSARMY, the ""DNA"" MV is less than 13M views from becoming @BTS_twt's 4th MV to hit 200M viewsCan we make hit it b"
"4260","RT @6713j: you are my favorite hello"
"4261","Amin  /Zf963Gk3GF"
"4262","RT @PUBGClips: First Ever Gameplay Of The New Desert Map Miramar!AND IT COMES OUT TONIGHT!Courtesy Of @thegameawards #TheGameAwards #PUB"
"4263","RT @olexesh64: ROLEXESH /Nk6ruddoTm"
"4264","RT @SweetTamale00: My grandpa won't be able to work anymore, pls a simple rt would help /K5sDFsQ0vy"
"4265","RT @khidkitod_jyoti: I vote Surbhi Chandna for ishqbaaaz #TVPersonality2017 @BizAsia @SabrasRadio #Ishqbaaaz 1RT  =  1 vote"
"4266","Great words...but more importantly.. Backed up with meaningful action! /PnKBambzND"
"4267","Not in the mood"
"4268","RT @alliewen21: Funny how no none is talking about the California wildfires..."
"4269","RT @_brimichellee: When @sza comes on  /s65vpdaY1c"
"4270","RT @RoyalOhSehun: KPOP LIGHTSTICK GIVEAWAY-RT to enter-worldwide- 1 winner: lightstick of choice + album of choice or season greetings"
"4271","RT @NWEworldwide: #ManchesterUnited  #Lingard x Milly Rock  #NWE /oNW7rHOBcC"
"4272","I just activated @Tweet_Delete on my account to automatically delete my old tweets (/8ZuuUcRW6k)!"
"4273","RT @PETTYMAMII: I mind my own business and still get bothered"
"4274","RT @Fact: Psychology says, pretending to be happy when you are in pain, is just an example of how strong you are as a person."
"4275","i like da bartender......i'm at le bar wit her......."
"4276","Boys helped mommy with the Christmas .. /nwCYm9Zhzr"
"4277","RT @PutariaAvuIsa: Cleo Pires /vrhRMChEmH"
"4278","RT @CommonWhiteGrl: Life got me like /6IglLsQsqO"
"4279","RT @MyFavsTrash: Swear I played you on wii sports tennis /dwHhOwYVcD"
"4280","@BeingSalmanKhan @AnilKapoor @RameshTaurani Love you Bhai Ur Jaan Shan of Bollywood industry"
"4281","So thankful that the live chat is available on YouTube! Thoughtful, provoking discussion. I needed to hear this and /tXWNXDKaIK"
"4282","RT @Sarai_Pozos: lmao why can't I stop laughing??  /XNKTbVtVI2"
"4283","You may throw away your current strategies today because you r... More for Aries /tFK3nH63xt"
"4284","We are streamings the Dauntless's. come watch. chat and hang out/IxD2wGY1Mx"
"4285","@realDonaldTrump 32% approval rating. Congratulations"
"4286","RT @IAmJustCaitlin: || flipped  s      literate      as detailed as you are      ships with chemistry(multiship for as lon"
"4287","RT @JerryHoodson: *Samsung S6 edge, s6 edge+, s7 edge, note5* kwa Bei nafuu. Brand new  Rangi. black and Gold. Bei: nichek inbox auCall;"
"4288","I cant see myself staying here for the rest of my life anyway"
"4289","RT @lifeofrickey: Goals of 2018:BE THAT BITCHBE THAT BITCHBE THAT BITCHBE THAT BITCH BE THAT BITCHBE THAT BITCHBE THAT BITCHBE THA"
"4290","I gotta a lot on my mind"
"4291","RT @NovaTruly: I don't know if Ramaphosa and Sisulu volunteered their stance about Khwezi to journalists or if they were asked.Either way"
"4292","Armstrong and Gettys late show joke off is one of my favorites"
"4293","Congressional ethics scandals roil both parties /kJ1XtoMgyI via @msnbc"
"4294","RT @ProphecyDepot: Czech Republic follows Trump, recognizes JerusalemRussia considering it for future."
"4295","@TumshiePam Oooooooh totally busted!"
"4296","Beyond blessed "
"4297","RT @SenSanders: We are finally addressing the issue of sexual harassment, and we need to get it right. But the conversation we are having n"
"4298","RT @marsrader: Earth's axial tilt of 23.5 deg results in dramatic differences in summer and winter sunlight near the poles. /z8"
"4299","RT @iansfilms: i will become vine2 famous"
"4300","A friendship founded on business is better than a business founded on friendship. - John D. Rockefeller #quotestoliveby"
"4301","i need to go to college"
